carrier_group,reporting_airport,origin_destination,origin_destination_country,month,n_flights,p_ge_3h,p_cancelled,avg_delay_min,approx_km,k_gbp,assumed_fare_gbp,gross_screening_ratio
Wizz Air,LUTON,TIRANA,ALBANIA,5,102,0.05825243,0.009708737864077669,31.0,2050.0,350.0,28.88,0.7059678150969529
easyJet,MANCHESTER,GENEVA,SWITZERLAND,1,118,0.06587783983050848,0.024793388429752067,43.47457627118644,750.0,220.0,23.8,0.6089548219626834
easyJet,MANCHESTER,PARIS (CHARLES DE GAULLE),FRANCE,1,117,0.049498324871794876,0.03305785123966942,37.58974358974359,350.0,220.0,23.8,0.45754754083171734
Ryanair,LUTON,DUBLIN,IRISH REPUBLIC,10,107,0.03738317000000001,0.0,27.0,450.0,220.0,18.0,0.45690541111111116
Ryanair,STANSTED,BERLIN BRANDENBURG,GERMANY,2,101,0.029498829306930693,0.00980392156862745,19.514851485148515,800.0,220.0,15.3,0.4241661730408335
Ryanair,MANCHESTER,DUBLIN,IRISH REPUBLIC,1,173,0.02840979450867052,0.017045454545454544,29.77456647398844,450.0,220.0,15.3,0.408506849144282
easyJet,MANCHESTER,AMSTERDAM,NETHERLANDS,1,129,0.04408915325581396,0.044444444444444446,35.13953488372093,360.0,220.0,23.8,0.40754679480164163
easyJet,GATWICK,GENEVA,SWITZERLAND,1,210,0.03809524,0.03225806451612903,32.0,750.0,220.0,23.8,0.3521408739495799
Ryanair,MANCHESTER,ALICANTE,SPAIN,10,107,0.028037381121495328,0.0,30.53271028037383,1250.0,220.0,18.0,0.34267910259605405
Ryanair,STANSTED,BARCELONA,SPAIN,7,124,0.04032258,0.0,43.0,1250.0,220.0,26.1,0.339883816091954
Ryanair,STANSTED,PISA,ITALY,8,103,0.03883495,0.0,35.0,1400.0,220.0,26.1,0.3273444061302682
Ryanair,STANSTED,LISBON,PORTUGAL(EXCLUDING MADEIRA),7,102,0.029126210000000003,0.0,34.0,1600.0,350.0,32.62,0.3125129828326181
easyJet,BRISTOL,GENEVA,SWITZERLAND,1,119,0.033613447058823534,0.0,27.705882352941178,750.0,220.0,23.8,0.31071253583786457
easyJet,GATWICK,AMSTERDAM,NETHERLANDS,1,122,0.03252032,0.024,28.0,360.0,220.0,23.8,0.300608
Ryanair,STANSTED,BERGAMO,ITALY,7,120,0.033333334166666666,0.0,52.916666666666664,1400.0,220.0,26.1,0.28097063282247764
easyJet,GATWICK,PALMA DE MALLORCA,SPAIN,9,179,0.03910614,0.03763440860215054,45.0,1250.0,220.0,30.8,0.2793295714285714
easyJet,MANCHESTER,BELFAST INTERNATIONAL,UNITED KINGDOM,10,113,0.03508772,0.008771929824561403,23.0,400.0,220.0,28.0,0.2756892285714286
Ryanair,STANSTED,BARCELONA,SPAIN,9,120,0.024590159999999996,0.01639344262295082,40.0,1250.0,220.0,19.8,0.2732239999999999
easyJet,GATWICK,MILAN (MALPENSA),ITALY,6,149,0.0397351,0.032467532467532464,34.0,1400.0,220.0,35.0,0.24976348571428575
Ryanair,EDINBURGH,DUBLIN,IRISH REPUBLIC,1,115,0.01703272347826087,0.03361344537815126,15.043478260869565,450.0,220.0,15.3,0.24491497811878377
easyJet,GATWICK,NICE,FRANCE,7,156,0.04216867,0.0658682634730539,64.0,350.0,220.0,40.6,0.22850018226600985
Ryanair,STANSTED,ALICANTE,SPAIN,7,111,0.02702703,0.0,28.0,1250.0,220.0,26.1,0.2278140459770115
easyJet,GATWICK,PALMA DE MALLORCA,SPAIN,6,166,0.03592815,0.05142857142857143,39.0,1250.0,220.0,35.0,0.2258340857142857
Ryanair,STANSTED,ALICANTE,SPAIN,10,109,0.01834862,0.0,20.0,1250.0,220.0,18.0,0.22426091111111113
Wizz Air,LUTON,TIRANA,ALBANIA,8,121,0.02479339,0.0,23.0,2050.0,350.0,39.88,0.21759494734202606
easyJet,GATWICK,BARCELONA,SPAIN,6,118,0.03389831,0.04838709677419355,26.0,1250.0,220.0,35.0,0.21307509142857142
Wizz Air,LUTON,BUCHAREST (OTOPENI),ROMANIA,9,109,0.01834862,0.0,26.0,2100.0,350.0,30.25,0.21229808264462807
easyJet,GATWICK,LYON,FRANCE,12,103,0.02912622,0.046296296296296294,18.0,350.0,220.0,30.8,0.20804442857142857
easyJet,LUTON,PALMA DE MALLORCA,SPAIN,9,107,0.027353540186915888,0.02727272727272727,26.44859813084112,1250.0,220.0,30.8,0.19538242990654203
easyJet,GATWICK,MILAN (MALPENSA),ITALY,9,148,0.02684564,0.013333333333333334,28.0,1400.0,220.0,30.8,0.19175457142857144
easyJet,BELFAST INTERNATIONAL,LIVERPOOL (JOHN LENNON),UNITED KINGDOM,9,110,0.026785709999999997,0.017857142857142856,16.0,400.0,220.0,30.8,0.19132649999999998
easyJet,MANCHESTER,GENEVA,SWITZERLAND,12,107,0.026649393644859812,0.044642857142857144,42.22429906542056,750.0,220.0,30.8,0.19035281174899865
Ryanair,STANSTED,BUDAPEST,HUNGARY,9,117,0.01709401666666667,0.01680672268907563,19.22222222222222,1450.0,220.0,19.8,0.18993351851851856
easyJet,GATWICK,BARCELONA,SPAIN,12,115,0.02608695,0.017094017094017096,17.0,1250.0,220.0,30.8,0.18633535714285715
Ryanair,STANSTED,DUBLIN,IRISH REPUBLIC,1,234,0.012593604615384616,0.01680672268907563,11.58974358974359,450.0,220.0,15.3,0.181084510809452
easyJet,EDINBURGH,STANSTED,UNITED KINGDOM,11,103,0.01923077,0.009615384615384616,15.0,400.0,220.0,23.8,0.17776342016806726
easyJet,GATWICK,BELFAST INTERNATIONAL,UNITED KINGDOM,1,106,0.01834862,0.027522935779816515,17.0,400.0,220.0,23.8,0.1696090924369748
easyJet,GATWICK,PALMA DE MALLORCA,SPAIN,4,139,0.021582729999999998,0.027972027972027972,21.0,1250.0,220.0,28.0,0.16957859285714286
easyJet,BELFAST INTERNATIONAL,EDINBURGH,UNITED KINGDOM,1,105,0.01818182,0.045454545454545456,16.0,400.0,220.0,23.8,0.168067243697479
easyJet,BELFAST INTERNATIONAL,GATWICK,UNITED KINGDOM,1,107,0.01818182,0.02727272727272727,14.0,400.0,220.0,23.8,0.168067243697479
Ryanair,STANSTED,BUCHAREST (OTOPENI),ROMANIA,2,111,0.00900901,0.0,15.0,2100.0,350.0,19.12,0.16491388598326356
easyJet,GATWICK,MILAN (MALPENSA),ITALY,4,145,0.02068965,0.02027027027027027,21.0,1400.0,220.0,28.0,0.16256153571428572
easyJet,GATWICK,MALAGA,SPAIN,10,147,0.02027027,0.013422818791946308,26.0,1250.0,220.0,28.0,0.15926640714285714
easyJet,GATWICK,NICE,FRANCE,8,171,0.029239769999999998,0.0,44.0,350.0,220.0,40.6,0.15844210344827583
Wizz Air,LUTON,TIRANA,ALBANIA,7,115,0.017391300000000002,0.0,24.0,2050.0,350.0,39.88,0.1526317703109328
Ryanair,STANSTED,LISBON,PORTUGAL(EXCLUDING MADEIRA),10,101,0.00980392,0.00980392156862745,19.0,1600.0,350.0,22.5,0.15250542222222221
easyJet,GATWICK,NICE,FRANCE,9,141,0.021276600000000003,0.0,48.0,350.0,220.0,30.8,0.1519757142857143
easyJet,GATWICK,JERSEY,UNITED KINGDOM,3,115,0.017391300000000002,0.0,16.0,400.0,220.0,25.2,0.15182880952380956
Ryanair,STANSTED,BUCHAREST (OTOPENI),ROMANIA,4,103,0.00970874,0.0,15.0,2100.0,350.0,22.5,0.15102484444444444
easyJet,GATWICK,MILAN (MALPENSA),ITALY,8,145,0.02721088,0.026845637583892617,34.0,1400.0,220.0,40.6,0.14744811822660098
easyJet,GATWICK,PALMA DE MALLORCA,SPAIN,10,160,0.01875,0.024390243902439025,30.0,1250.0,220.0,28.0,0.14732142857142858
easyJet,MANCHESTER,PARIS (CHARLES DE GAULLE),FRANCE,12,141,0.020511246950354608,0.03424657534246575,45.9645390070922,350.0,220.0,30.8,0.1465089067882472
easyJet,GATWICK,MILAN (MALPENSA),ITALY,2,127,0.01574803,0.015503875968992248,13.0,1400.0,220.0,23.8,0.14557002521008403
Ryanair,STANSTED,DUBLIN,IRISH REPUBLIC,10,252,0.01190476388888889,0.0,18.666666666666668,450.0,220.0,18.0,0.14550266975308646
Ryanair,LIVERPOOL (JOHN LENNON),DUBLIN,IRISH REPUBLIC,10,168,0.01190476,0.0,13.0,450.0,220.0,18.0,0.14550262222222224
easyJet,GATWICK,JERSEY,UNITED KINGDOM,7,113,0.02631579,0.008771929824561403,16.0,400.0,220.0,40.6,0.14259787684729064
Ryanair,LUTON,DUBLIN,IRISH REPUBLIC,11,101,0.00990099,0.0,16.0,450.0,220.0,15.3,0.14236717647058825
easyJet,GATWICK,GENEVA,SWITZERLAND,4,166,0.01807229,0.023529411764705882,16.0,750.0,220.0,28.0,0.1419965642857143
easyJet,GATWICK,MILAN (MALPENSA),ITALY,11,132,0.015151520000000002,0.022222222222222223,14.0,1400.0,220.0,23.8,0.14005606722689076
easyJet,GATWICK,GENEVA,SWITZERLAND,9,154,0.01948052,0.01910828025477707,30.0,750.0,220.0,30.8,0.13914657142857143
easyJet,GATWICK,RHODES,GREECE,8,100,0.02,0.0,40.0,2400.0,350.0,50.75,0.13793103448275862
easyJet,MANCHESTER,PARIS (CHARLES DE GAULLE),FRANCE,11,137,0.014598544379562045,0.0,28.175182481751825,350.0,220.0,23.8,0.1349445278783046
easyJet,GATWICK,JERSEY,UNITED KINGDOM,9,106,0.01886792,0.0,19.0,400.0,220.0,30.8,0.13477085714285714
easyJet,LUTON,PARIS (CHARLES DE GAULLE),FRANCE,12,110,0.018181819363636366,0.0,16.89090909090909,350.0,220.0,30.8,0.1298701383116883
easyJet,LIVERPOOL (JOHN LENNON),BELFAST INTERNATIONAL,UNITED KINGDOM,9,110,0.01801802,0.009009009009009009,13.0,400.0,220.0,30.8,0.12870014285714285
easyJet,GATWICK,PARIS (CHARLES DE GAULLE),FRANCE,8,128,0.0234375,0.022900763358778626,26.0,350.0,220.0,40.6,0.12700123152709358
easyJet,GATWICK,CORFU,GREECE,8,109,0.01834862,0.0,30.0,2400.0,350.0,50.75,0.1265422068965517
Ryanair,LIVERPOOL (JOHN LENNON),DUBLIN,IRISH REPUBLIC,11,114,0.00877193,0.0,5.0,450.0,220.0,15.3,0.12613232679738562
easyJet,GATWICK,FARO,PORTUGAL(EXCLUDING MADEIRA),10,162,0.012345680000000003,0.006134969325153374,13.0,1600.0,350.0,35.0,0.12345680000000002
easyJet,BRISTOL,EDINBURGH,UNITED KINGDOM,9,115,0.01724138,0.008620689655172414,23.0,400.0,220.0,30.8,0.1231527142857143
Ryanair,STANSTED,BERGAMO,ITALY,1,117,0.008547007179487181,0.0,21.52991452991453,1400.0,220.0,15.3,0.12289814245014247
easyJet,GATWICK,GENEVA,SWITZERLAND,7,136,0.02205882,0.02857142857142857,38.0,750.0,220.0,40.6,0.11953055172413792
easyJet,LUTON,AMSTERDAM,NETHERLANDS,11,158,0.012658224683544304,0.0,12.10126582278481,360.0,220.0,23.8,0.11700879959578767
easyJet,GATWICK,MALAGA,SPAIN,4,135,0.014814819999999998,0.021739130434782608,14.0,1250.0,220.0,28.0,0.11640215714285713
Wizz Air,LUTON,TIRANA,ALBANIA,4,109,0.00909091,0.00909090909090909,15.0,2050.0,350.0,27.5,0.11570249090909092
easyJet,GATWICK,MILAN (MALPENSA),ITALY,7,142,0.02097902,0.020689655172413793,34.0,1400.0,220.0,40.6,0.11367941871921182
Wizz Air,LUTON,TIRANA,ALBANIA,9,100,0.00980392,0.0196078431372549,27.0,2050.0,350.0,30.25,0.11343378512396694
Ryanair,STANSTED,DUBLIN,IRISH REPUBLIC,11,255,0.007843136352941177,0.0,10.568627450980392,450.0,220.0,15.3,0.11277712402921952
Ryanair,BIRMINGHAM,DUBLIN,IRISH REPUBLIC,8,150,0.013333330000000001,0.0,16.0,450.0,220.0,26.1,0.11238822222222224
easyJet,GATWICK,ALICANTE,SPAIN,4,141,0.014184399999999998,0.0,15.0,1250.0,220.0,28.0,0.11144885714285713
Wizz Air,LUTON,BUCHAREST (OTOPENI),ROMANIA,10,115,0.008695650000000001,0.0,25.0,2100.0,350.0,27.5,0.1106719090909091
Ryanair,BIRMINGHAM,DUBLIN,IRISH REPUBLIC,2,130,0.00769231,0.0,6.0,450.0,220.0,15.3,0.11060837908496732
easyJet,GATWICK,PALMA DE MALLORCA,SPAIN,7,203,0.0195122,0.02403846153846154,46.0,1250.0,220.0,40.6,0.10573113300492612
Ryanair,STANSTED,BERGAMO,ITALY,4,116,0.008620688275862069,0.0,19.086206896551722,1400.0,220.0,18.0,0.10536396781609196
easyJet,GATWICK,NAPLES,ITALY,8,103,0.01941748,0.009615384615384616,35.0,1400.0,220.0,40.6,0.10521787192118226
Ryanair,LUTON,DUBLIN,IRISH REPUBLIC,5,111,0.00900901,0.0,19.0,450.0,220.0,18.9,0.10486678306878307
easyJet,GATWICK,PARIS (CHARLES DE GAULLE),FRANCE,6,119,0.016666669999999998,0.048,24.0,350.0,220.0,35.0,0.1047619257142857
Ryanair,LUTON,DUBLIN,IRISH REPUBLIC,9,107,0.009345790000000001,0.0,31.0,450.0,220.0,19.8,0.10384211111111114
Ryanair,STANSTED,ALICANTE,SPAIN,9,107,0.009345790000000001,0.0,24.0,1250.0,220.0,19.8,0.10384211111111114
easyJet,MANCHESTER,AMSTERDAM,NETHERLANDS,10,151,0.013148353907284768,0.013071895424836602,33.11258278145695,360.0,220.0,28.0,0.10330849498580888
Ryanair,STANSTED,BUCHAREST (OTOPENI),ROMANIA,7,105,0.00952381,0.0,33.0,2100.0,350.0,32.62,0.10218680257510732
Ryanair,BIRMINGHAM,DUBLIN,IRISH REPUBLIC,1,140,0.0070922,0.0070921985815602835,11.0,450.0,220.0,15.3,0.10197934640522875
Ryanair,MANCHESTER,ALICANTE,SPAIN,9,108,0.009152828703703703,0.009174311926605505,26.037037037037038,1250.0,220.0,19.8,0.1016980967078189
easyJet,EDINBURGH,BRISTOL,UNITED KINGDOM,8,107,0.01869159,0.0,18.0,400.0,220.0,40.6,0.1012844778325123
Ryanair,STANSTED,BUCHAREST (OTOPENI),ROMANIA,8,108,0.00925926,0.0,27.0,2100.0,350.0,32.62,0.09934828326180258
easyJet,GATWICK,CORFU,GREECE,10,101,0.00990099,0.0,16.0,2400.0,350.0,35.0,0.0990099
easyJet,GATWICK,MILAN (MALPENSA),ITALY,10,160,0.0125,0.006211180124223602,18.0,1400.0,220.0,28.0,0.09821428571428571
easyJet,BELFAST INTERNATIONAL,GATWICK,UNITED KINGDOM,7,109,0.01801802,0.018018018018018018,24.0,400.0,220.0,40.6,0.09763459113300492
easyJet,EDINBURGH,GATWICK,UNITED KINGDOM,8,111,0.01801802,0.0,22.0,400.0,220.0,40.6,0.09763459113300492
Ryanair,STANSTED,BARCELONA,SPAIN,10,126,0.00793651,0.0,22.0,1250.0,220.0,18.0,0.0970017888888889
easyJet,MANCHESTER,AMSTERDAM,NETHERLANDS,12,141,0.013508950354609929,0.03424657534246575,31.43971631205674,360.0,220.0,30.8,0.09649250253292807
easyJet,GATWICK,MILAN (MALPENSA),ITALY,5,157,0.01273885,0.0,14.0,1400.0,220.0,29.4,0.09532472789115645
easyJet,GATWICK,GENEVA,SWITZERLAND,5,159,0.01257862,0.018518518518518517,19.0,750.0,220.0,29.4,0.09412572789115647
Wizz Air,LUTON,TIRANA,ALBANIA,6,109,0.00917431,0.0,16.0,2050.0,350.0,34.38,0.09339757126236183
easyJet,EDINBURGH,BIRMINGHAM,UNITED KINGDOM,2,100,0.01,0.0,13.0,400.0,220.0,23.8,0.09243697478991597
Ryanair,EDINBURGH,DUBLIN,IRISH REPUBLIC,10,132,0.007517484772727273,0.007518796992481203,22.681818181818183,450.0,220.0,18.0,0.09188036944444446
easyJet,GATWICK,MALAGA,SPAIN,7,175,0.01694915,0.011299435028248588,23.0,1250.0,220.0,40.6,0.09184268472906403
easyJet,GLASGOW,GATWICK,UNITED KINGDOM,11,102,0.00980392,0.0,6.0,400.0,220.0,23.8,0.09062447058823529
Ryanair,STANSTED,ALICANTE,SPAIN,6,108,0.00925926,0.0,18.0,1250.0,220.0,22.5,0.09053498666666666
Ryanair,EDINBURGH,DUBLIN,IRISH REPUBLIC,12,123,0.008130082195121952,0.0,16.51219512195122,450.0,220.0,19.8,0.09033424661246613
easyJet,STANSTED,EDINBURGH,UNITED KINGDOM,11,103,0.00961538,0.009615384615384616,10.0,400.0,220.0,23.8,0.08888166386554622
easyJet,GATWICK,ALICANTE,SPAIN,6,144,0.01388888,0.0,23.0,1250.0,220.0,35.0,0.08730153142857142
easyJet,LUTON,AMSTERDAM,NETHERLANDS,12,165,0.012121212666666669,0.0,15.0,360.0,220.0,30.8,0.08658009047619049
easyJet,GATWICK,NICE,FRANCE,6,145,0.013698630000000002,0.00684931506849315,41.0,350.0,220.0,35.0,0.0861056742857143
easyJet,GATWICK,GENEVA,SWITZERLAND,6,146,0.01351351,0.033112582781456956,23.0,750.0,220.0,35.0,0.08494206285714286
easyJet,GATWICK,MILAN (MALPENSA),ITALY,12,169,0.01183432,0.011695906432748537,13.0,1400.0,220.0,30.8,0.08453085714285714
easyJet,EDINBURGH,BELFAST INTERNATIONAL,UNITED KINGDOM,1,105,0.00909091,0.045454545454545456,17.0,400.0,220.0,23.8,0.0840336218487395
easyJet,GATWICK,PARIS (CHARLES DE GAULLE),FRANCE,11,110,0.00909091,0.009009009009009009,16.0,350.0,220.0,23.8,0.0840336218487395
Wizz Air,LUTON,BUCHAREST (OTOPENI),ROMANIA,12,138,0.007246374347826086,0.0,6.971014492753623,2100.0,350.0,30.25,0.08384234782608696
Ryanair,STANSTED,PISA,ITALY,7,101,0.00990099,0.0,39.0,1400.0,220.0,26.1,0.08345662068965518
easyJet,BELFAST INTERNATIONAL,EDINBURGH,UNITED KINGDOM,2,112,0.00892857,0.0,14.0,400.0,220.0,23.8,0.082533
easyJet,EDINBURGH,BELFAST INTERNATIONAL,UNITED KINGDOM,2,112,0.00892857,0.0,10.0,400.0,220.0,23.8,0.082533
Ryanair,STANSTED,BUDAPEST,HUNGARY,6,119,0.008403357394957985,0.0,15.302521008403362,1450.0,220.0,22.5,0.08216616119514474
easyJet,EDINBURGH,STANSTED,UNITED KINGDOM,3,107,0.009345790000000001,0.0,8.0,400.0,220.0,25.2,0.08159023015873018
easyJet,GATWICK,EDINBURGH,UNITED KINGDOM,1,110,0.008769109454545454,0.03508771929824561,16.845454545454544,400.0,220.0,23.8,0.08105899495798319
easyJet,EDINBURGH,GATWICK,UNITED KINGDOM,1,111,0.008692903603603605,0.034782608695652174,10.9009009009009,400.0,220.0,23.8,0.0803545711257476
easyJet,MANCHESTER,GENEVA,SWITZERLAND,2,116,0.008620689655172414,0.0,22.93103448275862,750.0,220.0,23.8,0.07968704723268617
Ryanair,BIRMINGHAM,DUBLIN,IRISH REPUBLIC,10,154,0.00649351,0.0,21.0,450.0,220.0,18.0,0.07936512222222222
Wizz Air,LUTON,BUCHAREST (OTOPENI),ROMANIA,7,112,0.00892857,0.0,20.0,2100.0,350.0,39.88,0.07836006770310933
Ryanair,STANSTED,ROME (CIAMPINO),ITALY,12,142,0.007042253450704226,0.0,7.71830985915493,1400.0,220.0,19.8,0.07824726056338029
easyJet,JERSEY,GATWICK,UNITED KINGDOM,3,115,0.008695650000000001,0.0,6.0,400.0,220.0,25.2,0.07591440476190478
easyJet,GATWICK,GENEVA,SWITZERLAND,8,143,0.01398602,0.013793103448275862,25.0,750.0,220.0,40.6,0.07578631527093596
easyJet,GATWICK,GENEVA,SWITZERLAND,3,234,0.00854701,0.012658227848101266,14.0,750.0,220.0,25.2,0.07461675396825397
easyJet,BRISTOL,GENEVA,SWITZERLAND,2,124,0.008064514435483871,0.0,18.274193548387096,750.0,220.0,23.8,0.0745459317565736
easyJet,MANCHESTER,AMSTERDAM,NETHERLANDS,7,143,0.013690537692307691,0.027210884353741496,25.272727272727273,360.0,220.0,40.6,0.07418517961348994
easyJet,LUTON,PARIS (CHARLES DE GAULLE),FRANCE,4,107,0.009345790000000001,0.0,14.0,350.0,220.0,28.0,0.07343120714285716
easyJet,BRISTOL,EDINBURGH,UNITED KINGDOM,11,127,0.00787402,0.0,11.0,400.0,220.0,23.8,0.07278505882352941
easyJet,GATWICK,GENEVA,SWITZERLAND,12,195,0.010101009999999999,0.034653465346534656,17.0,750.0,220.0,30.8,0.07215007142857141
Ryanair,STANSTED,BERGAMO,ITALY,8,119,0.008403359327731093,0.0,28.563025210084035,1400.0,220.0,26.1,0.07083291387359542
easyJet,BELFAST INTERNATIONAL,BIRMINGHAM,UNITED KINGDOM,10,110,0.00900901,0.009009009009009009,11.0,400.0,220.0,28.0,0.07078507857142856
easyJet,BIRMINGHAM,BELFAST INTERNATIONAL,UNITED KINGDOM,10,111,0.00900901,0.0,9.0,400.0,220.0,28.0,0.07078507857142856
easyJet,BRISTOL,PARIS (CHARLES DE GAULLE),FRANCE,12,101,0.00990099326732673,0.0,22.257425742574256,350.0,220.0,30.8,0.07072138048090522
easyJet,BELFAST INTERNATIONAL,MANCHESTER,UNITED KINGDOM,10,113,0.00877193,0.008771929824561403,17.0,400.0,220.0,28.0,0.06892230714285714
easyJet,BELFAST INTERNATIONAL,EDINBURGH,UNITED KINGDOM,3,127,0.00787402,0.0,8.0,400.0,220.0,25.2,0.06874144444444445
easyJet,EDINBURGH,BELFAST INTERNATIONAL,UNITED KINGDOM,3,127,0.00787402,0.0,8.0,400.0,220.0,25.2,0.06874144444444445
easyJet,BELFAST INTERNATIONAL,LIVERPOOL (JOHN LENNON),UNITED KINGDOM,10,114,0.008695650000000001,0.008695652173913044,9.0,400.0,220.0,28.0,0.0683229642857143
easyJet,GATWICK,JERSEY,UNITED KINGDOM,5,110,0.00909091,0.0,11.0,400.0,220.0,29.4,0.06802721768707484
easyJet,BELFAST INTERNATIONAL,GLASGOW,UNITED KINGDOM,10,116,0.00854701,0.008547008547008548,11.0,400.0,220.0,28.0,0.06715507857142858
easyJet,GATWICK,BELFAST INTERNATIONAL,UNITED KINGDOM,10,117,0.00854701,0.0,12.0,400.0,220.0,28.0,0.06715507857142858
easyJet,GLASGOW,BELFAST INTERNATIONAL,UNITED KINGDOM,10,116,0.00854701,0.008547008547008548,11.0,400.0,220.0,28.0,0.06715507857142858
easyJet,BRISTOL,EDINBURGH,UNITED KINGDOM,3,133,0.0075188,0.0,10.0,400.0,220.0,25.2,0.06564031746031747
easyJet,BELFAST INTERNATIONAL,EDINBURGH,UNITED KINGDOM,5,114,0.00877193,0.0,9.0,400.0,220.0,29.4,0.06564029251700682
easyJet,EDINBURGH,BELFAST INTERNATIONAL,UNITED KINGDOM,5,114,0.00877193,0.0,10.0,400.0,220.0,29.4,0.06564029251700682
easyJet,BELFAST INTERNATIONAL,EDINBURGH,UNITED KINGDOM,9,109,0.00909091,0.00909090909090909,10.0,400.0,220.0,30.8,0.06493507142857143
easyJet,EDINBURGH,BELFAST INTERNATIONAL,UNITED KINGDOM,9,109,0.00909091,0.00909090909090909,10.0,400.0,220.0,30.8,0.06493507142857143
easyJet,LIVERPOOL (JOHN LENNON),BELFAST INTERNATIONAL,UNITED KINGDOM,10,115,0.00826446,0.049586776859504134,10.0,400.0,220.0,28.0,0.06493504285714286
easyJet,BELFAST INTERNATIONAL,LUTON,UNITED KINGDOM,12,111,0.00900901,0.0,12.0,400.0,220.0,30.8,0.06435007142857142
easyJet,LUTON,BELFAST INTERNATIONAL,UNITED KINGDOM,12,111,0.00900901,0.0,12.0,400.0,220.0,30.8,0.06435007142857142
Ryanair,STANSTED,ROME (CIAMPINO),ITALY,7,133,0.0075188,0.0,23.0,1400.0,220.0,26.1,0.06337685823754789
easyJet,MANCHESTER,PARIS (CHARLES DE GAULLE),FRANCE,10,122,0.00804632106557377,0.016129032258064516,30.631147540983605,350.0,220.0,28.0,0.06322109408665105
easyJet,GATWICK,MALAGA,SPAIN,8,172,0.01162791,0.0,17.0,1250.0,220.0,40.6,0.06300837931034482
easyJet,GATWICK,CORFU,GREECE,7,110,0.00909091,0.0,31.0,2400.0,350.0,50.75,0.06269593103448276
easyJet,LUTON,AMSTERDAM,NETHERLANDS,9,115,0.008695652869565217,0.008620689655172414,20.817391304347826,360.0,220.0,30.8,0.06211180621118012
easyJet,BELFAST INTERNATIONAL,MANCHESTER,UNITED KINGDOM,12,114,0.00862069,0.017241379310344827,36.0,400.0,220.0,30.8,0.06157635714285715
Ryanair,MANCHESTER,DUBLIN,IRISH REPUBLIC,4,199,0.00502513,0.0,6.0,450.0,220.0,18.0,0.06141825555555555
easyJet,MANCHESTER,PARIS (CHARLES DE GAULLE),FRANCE,5,121,0.00810704487603306,0.016260162601626018,17.297520661157026,350.0,220.0,29.4,0.060664961657390236
easyJet,EDINBURGH,BELFAST INTERNATIONAL,UNITED KINGDOM,12,117,0.00847458,0.00847457627118644,19.0,400.0,220.0,30.8,0.06053271428571429
easyJet,BRISTOL,EDINBURGH,UNITED KINGDOM,10,130,0.00769231,0.0,10.0,400.0,220.0,28.0,0.06043957857142857
easyJet,BELFAST INTERNATIONAL,BIRMINGHAM,UNITED KINGDOM,6,104,0.00961538,0.0,21.0,400.0,220.0,35.0,0.060439531428571426
easyJet,BIRMINGHAM,BELFAST INTERNATIONAL,UNITED KINGDOM,6,104,0.00961538,0.0,16.0,400.0,220.0,35.0,0.060439531428571426
easyJet,BELFAST INTERNATIONAL,EDINBURGH,UNITED KINGDOM,12,118,0.00840336,0.008403361344537815,19.0,400.0,220.0,30.8,0.060024
easyJet,GATWICK,PARIS (CHARLES DE GAULLE),FRANCE,9,119,0.00833333,0.04032258064516129,27.0,350.0,220.0,30.8,0.05952378571428571
easyJet,GLASGOW,BELFAST INTERNATIONAL,UNITED KINGDOM,9,120,0.00833333,0.0,12.0,400.0,220.0,30.8,0.05952378571428571
easyJet,GATWICK,PARIS (CHARLES DE GAULLE),FRANCE,5,126,0.00787402,0.015625,13.0,350.0,220.0,29.4,0.0589212380952381
easyJet,GATWICK,FARO,PORTUGAL(EXCLUDING MADEIRA),5,163,0.00609756,0.018072289156626505,12.0,1600.0,350.0,36.75,0.058072
easyJet,LUTON,AMSTERDAM,NETHERLANDS,5,129,0.00775193488372093,0.0,14.162790697674419,360.0,220.0,29.4,0.058007676000632814
easyJet,GLASGOW,GATWICK,UNITED KINGDOM,9,124,0.00806452,0.0,21.0,400.0,220.0,30.8,0.057603714285714286
easyJet,LUTON,GENEVA,SWITZERLAND,1,161,0.006211179999999999,0.0,24.0,750.0,220.0,23.8,0.057414268907563015
easyJet,GATWICK,GLASGOW,UNITED KINGDOM,9,125,0.008,0.0,25.0,400.0,220.0,30.8,0.05714285714285714
Ryanair,MANCHESTER,DUBLIN,IRISH REPUBLIC,10,214,0.004672898224299065,0.0,16.485981308411215,450.0,220.0,18.0,0.057113200519210795
easyJet,GATWICK,BELFAST INTERNATIONAL,UNITED KINGDOM,6,111,0.00900901,0.0,13.0,400.0,220.0,35.0,0.05662806285714285
easyJet,EDINBURGH,BRISTOL,UNITED KINGDOM,12,125,0.0078125,0.0234375,15.0,400.0,220.0,30.8,0.055803571428571425
Ryanair,MANCHESTER,DUBLIN,IRISH REPUBLIC,12,200,0.004999998050000001,0.0,19.525,450.0,220.0,19.8,0.05555553388888889
easyJet,BRISTOL,EDINBURGH,UNITED KINGDOM,12,126,0.0077519400000000006,0.023255813953488372,21.0,400.0,220.0,30.8,0.055371000000000004
easyJet,GATWICK,ALICANTE,SPAIN,10,142,0.00704225,0.0,15.0,1250.0,220.0,28.0,0.05533196428571428
easyJet,BELFAST INTERNATIONAL,LIVERPOOL (JOHN LENNON),UNITED KINGDOM,6,112,0.00877193,0.017543859649122806,9.0,400.0,220.0,35.0,0.05513784571428572
